--Name||NpcParamID||NpcThinkID||CharaInitID||SpEffect,Speffect,SpEffect
Demi-Human (I) (Volcano Cave)||41002032||41002200||-1||-1
Demi-Human (J) (Liurnia of the Lakes)||41000020||41009000||-1||-1

--Large Demi-Human
Large Demi-Human (Weeping Peninsula)||41010012||41002000||-1||-1
Large Demi-Human (B) (Mt. Gelmir)||41010032||41010000||-1||-1
Large Demi-Human (B) (Volcano Cave)||41010032||41010000||-1||10559
Large Demi-Human (B) (Altus Plateau)||41010030||41010000||-1||-1
Large Demi-Human (B) (m60_45_38_10)||41010010||41010000||-1||-1
Large Demi-Human (B) (Mountaintops of the Giants)||41010050||41010000||-1||-1
Large Demi-Human (B) (Mountaintops of the Giants) 2||41010050||41010050||-1||-1
Large Demi-Human (B) (m60_45_37_10)||41010010||41010100||-1||-1
Large Demi-Human (B) (Mt. Gelmir) 2||41010032||41010100||-1||-1
Large Demi-Human (C) (Lakeside Crystal Cave)||41010020||41010200||-1||4801,5000

--Demi-Human Shaman
Demi-Human Shaman (Lakeside Crystal Cave)||41100020||41100000||-1||10579
Demi-Human Shaman (Lakeside Crystal Cave) 2||41100020||41100000||-1||-1
Demi-Human Shaman (Volcano Cave)||41100032||41100000||-1||10579
Demi-Human Shaman (Mt. Gelmir)||41100032||41100000||-1||-1
Demi-Human Shaman (Mt. Gelmir) 2||41100032||41100000||-1||5000
Demi-Human Shaman (Altus Plateau)||41100030||41100000||-1||-1
Demi-Human Shaman (Mountaintops of the Giants)||41100050||41100000||-1||-1
Demi-Human Shaman (B) (Mt. Gelmir)||41100032||41100100||-1||-1
Demi-Human Shaman (C) (Lakeside Crystal Cave)||41100020||41100200||-1||10579,5000
Boc the Seamster (D) (Leyndell, Royal Capital)||41109034||41109000||-1||-1
Boc the Seamster (D) (Leyndell, Ashen Capital)||41109170||41109000||-1||-1
Boc the Seamster (D) (Academy of Raya Lucaria)||41109024||41109000||-1||-1
Demi-Human Boc (D) (Coastal Cave)||41109110||41109000||-1||-1
Boc the Seamster (D) (Bellum Highway)||41109120||41109000||-1||-1
Boc the Seamster (D) (Liurnia of the Lakes)||41109020||41109000||-1||-1
Boc the Seamster (D) (Altus Plateau)||41109030||41109000||-1||-1
Demi-Human Boc (D) (Limgrave)||41109010||41109000||-1||-1

--Demi-Human Chief
Demi-Human Chief (Lakeside Crystal Cave)||41200020||41200000||-1||10559
Demi-Human Chief (Liurnia of the Lakes)||41200020||41200000||-1||-1
Demi-Human Chief (Altus Plateau)||41200030||41200000||-1||-1
Demi-Human Chief (Weeping Peninsula)||41200012||41200000||-1||-1
Demi-Human Chief (Mountaintops of the Giants)||41200050||41200000||-1||-1
Demi-Human Chief (Duo Boss) (B) (Coastal Cave)||41200910||41200100||-1||-1
Demi-Human Chief (B) (Mt. Gelmir)||41200032||41200100||-1||-1
Demi-Human Chief (C) (Volcano Cave)||41200032||41200200||-1||-1

--Demi-Human Queen
Demi-Human Queen Maggie (Mt. Gelmir)||41300032||41300000||-1||5000
Demi-Human Queen (Weeping Peninsula)||41300012||41300000||-1||-1
Demi-Human Queen Margot (B) (Volcano Cave)||41301932||41301000||-1||-1
Demi-Human Queen Gilika (C) (Altus Plateau)||41301030||41301900||-1||-1

--Snail
Snail (Ainsel River)||41400062||41400000||-1||-1
Snail (Miquella's Haligtree)||41402054||41400000||-1||15008
Snail (Volcano Manor)||41400038||41400000||-1||-1
Spiritcaller Snail (B) (Road's End Catacombs)||41402920||41402000||-1||-1
Snail (B) (Subterranean Shunning-Grounds)||41402035||41402002||-1||-1
Snail (B) (Spiritcaller Cave)||41402050||41402003||-1||-1
Snail (B) (Spiritcaller Cave) 2||41402050||41402003||-1||15008
Spiritcaller Snail (C) (Spiritcaller Cave)||41402950||41402903||-1||-1
Snail (C) (Sage's Cave)||41403930||41403000||-1||-1
Snail (C) (m60_44_53_10)||41403033||41403000||-1||-1
Snail (C) (Mountaintops of the Giants)||41403050||41403000||-1||-1
Snail (C) (Mountaintops of the Giants) 2||41403050||41403000||-1||15052
Snail (C) (Sage's Cave) 2||41403930||41403001||-1||-1
Snail (D) (Lakeside Crystal Cave)||41404020||41404000||-1||15051
Snail (D) (Liurnia of the Lakes)||41404020||41404000||-1||-1
Snail (D) (Lakeside Crystal Cave) 2||41404020||41404000||-1||15050
Snail (D) (Sellia Hideaway)||41404040||41404000||-1||-1
Snail (D) (Sellia Hideaway) 2||41404040||41404000||-1||15051
Snail (D) (Sellia Hideaway) 3||41404040||41404000||-1||15050
Snail (D) (Altus Tunnel)||41404030||41404000||-1||-1
Snail (D) (Moonlight Altar)||41404022||41404000||-1||-1
Snail (D) (Consecrated Snowfield)||41404052||41404000||-1||15050
Snail (D) (Consecrated Snowfield) 2||41404052||41404000||-1||15051
Snail (D) (Consecrated Snowfield) 3||41404052||41404000||-1||-1
Snail (D) (Consecrated Snowfield) 4||41404052||41404000||-1||15052

--Basilisk
Basilisk (Ainsel River)||41500060||41500000||-1||-1
Basilisk (Ainsel River) 2||41500862||41500000||-1||-1
Basilisk (Deeproot Depths)||41500066||41500000||-1||-1
Basilisk (Volcano Manor)||41500038||41500000||-1||-1
Basilisk (Auriza Hero's Grave)||41500033||41500000||-1||5000
Basilisk (Auriza Hero's Grave) 2||41500033||41500000||-1||-1
Basilisk (Mt. Gelmir)||41500032||41500000||-1||5000
Basilisk (Mt. Gelmir) 2||41500032||41500000||-1||-1
Basilisk (Shaded Castle)||41500031||41500000||-1||5000
Basilisk (Shaded Castle) 2||41500031||41500000||-1||-1
Basilisk (B) (Ainsel River)||41500862||41500100||-1||-1
Basilisk (B) (Ainsel River) 2||41500062||41500100||-1||-1
Basilisk (B) (Subterranean Shunning-Grounds)||41500035||41500100||-1||-1

--Dog
Large Starved Dog (Stormveil Castle)||41600014||41600000||-1||-1
Large Starved Dog (Leyndell, Royal Capital)||41600034||41600000||-1||-1
Large Dog (Liurnia of the Lakes)||41601020||41600000||-1||-1
Large Dog (Mt. Gelmir)||41600032||41600000||-1||5000,5000
Large Starved Dog (Shaded Castle)||41600031||41600000||-1||-1
Large Dog (Limgrave)||41601010||41600000||-1||-1
Large Dog (Mountaintops of the Giants)||41602050||41600000||-1||-1
Starved Dog (Stormveil Castle)||41610014||41610000||-1||-1
Starved Dog (Leyndell, Royal Capital)||41610034||41610000||-1||-1
Starved Dog (Leyndell, Royal Capital) 2||41610034||41610000||-1||5000
Smaller Dog (Academy of Raya Lucaria)||41610024||41610000||-1||-1
Smaller Dog (Volcano Manor)||41610038||41610000||-1||-1
Smaller Dog (Altus Plateau)||41610030||41610000||-1||-1
Smaller Dog (m60_44_38_10)||41610010||41610000||-1||-1
Smaller Dog (Liurnia of the Lakes)||41610220||41610000||-1||-1
Smaller Dog (Consecrated Snowfield)||41610252||41610000||-1||-1
Starved Dog (Village of the Albinaurics)||41610020||41610000||-1||-1
Smaller Dog (Mt. Gelmir)||41610032||41610000||-1||-1
Smaller Dog (Mt. Gelmir) 2||41610032||41610000||-1||5000
Starved Dog (Shaded Castle)||41610031||41610000||-1||-1
Smaller Dog (Limgrave)||41610210||41610000||-1||-1
Smaller Dog (Altus Plateau) 2||41610030||41610000||-1||5000
Smaller Dog (Weeping Peninsula)||41610013||41610000||-1||-1
Smaller Dog (Weeping Peninsula) 2||41610012||41610000||-1||-1
Smaller Dog (Caelid)||41610040||41610000||-1||-1
Smaller Dog (Caelid) 2||41610041||41610000||-1||-1
Smaller Dog (Mountaintops of the Giants)||41610350||41610000||-1||-1
Smaller Dog (Mountaintops of the Giants) 2||41610050||41610000||-1||-1
Starved Dog (Leyndell, Royal Capital) 3||41610034||41610034||-1||-1
Starved Dog (Shaded Castle) 2||41610031||41610101||-1||-1
Farum Azula Dog (Crumbling Farum Azula)||41620072||41620000||-1||-1
Farum Azula Dog (Crumbling Farum Azula) 2||41630072||41630000||-1||-1
Farum Azula Dog (Crumbling Farum Azula) 3||41630072||41630000||-1||5000
Altus Dog (Altus Plateau)||41640830||41640000||-1||-1
Bleed Dog (Mohgwyn Palace)||41650068||41650000||-1||-1
Rotten Dog (Boss) (Subterranean Shunning-Grounds)||41650935||41650000||-1||-1
Bleed Dog (Altus Plateau)||41650030||41650000||-1||-1
Bleed Dog (Altus Plateau) 2||41650830||41650000||-1||-1
Bleed Dog (Altus Plateau) 3||41650830||41650000||-1||5000
Bleed Dog (Consecrated Snowfield)||41650052||41650000||-1||-1
Caelid Dog (Caelid)||41660040||41660000||-1||-1
Caelid Dog (Caelid) 2||41670040||41670000||-1||-1

--Living Mass
Living Mass (Wyndham Catacombs)||41700032||41700000||-1||-1
Living Mass (Minor Erdtree Catacombs)||41700240||41700000||-1||-1
Living Mass (Weeping Peninsula)||41700312||41700000||-1||-1
Living Mass (Seethewater Cave)||41700332||41700000||-1||-1
Living Mass (Altus Plateau)||41700130||41700000||-1||-1
Living Mass (m60_44_38_10)||41700110||41700000||-1||-1
Living Mass (Weeping Peninsula) 2||41700013||41700000||-1||-1
Living Mass (Caelid)||41700140||41700000||-1||-1
Living Mass (Consecrated Snowfield)||41700152||41700000||-1||-1
Living Mass (Caelid) 2||41700141||41700000||-1||-1

--Giant Living Mass
Giant Living Mass (Altus Plateau)||41710430||41710000||-1||-1
Giant Living Mass (Mohgwyn Palace)||41710468||41710010||-1||-1

--Spirit Jellyfish
Spirit Jellyfish (Siofra River)||41800065||41800000||-1||-1
Spirit Jellyfish (Cave of the Forlorn)||41800052||41800000||-1||-1
Spirit Jellyfish (Cave of the Forlorn) 2||41800152||41800000||-1||-1
Spirit Jellyfish (Bellum Highway)||41800020||41800000||-1||-1
Spirit Jellyfish (Liurnia of the Lakes)||41800120||41800000||-1||-1
Spirit Jellyfish (Mt. Gelmir)||41800032||41800000||-1||-1
Spirit Jellyfish (Altus Plateau)||41800030||41800000||-1||-1
Spirit Jellyfish (m60_44_38_10)||41800010||41800000||-1||-1
Spirit Jellyfish (Stormhill)||41800110||41800000||-1||-1
Spirit Jellyfish (Weeping Peninsula)||41800012||41800000||-1||-1
Spirit Jellyfish (Weeping Peninsula) 2||41801013||41800000||-1||-1
Spirit Jellyfish (Weeping Peninsula) 3||41800112||41800000||-1||-1
Spirit Jellyfish (Consecrated Snowfield)||41800852||41800000||-1||-1
Spirit Jellyfish (Mountaintops of the Giants)||41800050||41800000||-1||-1
Aurelia (Jellyfish) (B) (Mountaintops of the Giants)||41809050||41809000||-1||-1

--carab
Large Scarab (Mt. Gelmir)||41902032||41900000||-1||-1
Large Scarab (Consecrated Snowfield)||41900052||41900000||-1||-1
Large Scarab (Consecrated Snowfield) 2||41905052||41900000||-1||-1
Large Scarab (Mountaintops of the Giants)||41905050||41900000||-1||-1
Scarab (Stormveil Castle)||41912014||41910000||-1||-1
Scarab (Stormveil Castle) 2||41913014||41910000||-1||-1
Tear Scarab (Leyndell, Royal Capital)||41914034||41910000||-1||12615,5000
Tear Scarab (Leyndell, Royal Capital) 2||41912034||41910000||-1||-1
Scarab (Ainsel River)||41911062||41910000||-1||5000
Scarab (Ainsel River) 2||41915062||41910000||-1||-1
Scarab (Siofra River Start)||41910065||41910000||-1||-1
Scarab (Siofra River)||41911065||41910000||-1||-1
Scarab (Siofra River) 2||41910064||41910000||-1||-1
Scarab (Siofra River) 3||41912064||41910000||-1||-1
Scarab (Siofra River) 4||41912065||41910000||-1||-1
Scarab (Siofra River) 5||41914065||41910000||-1||-1
Scarab (Siofra River) 6||41915065||41910000||-1||-1
Scarab (Siofra River) 7||41913065||41910000||-1||-1
Scarab (Deeproot Depths)||41912066||41910000||-1||-1
Scarab (Deeproot Depths) 2||41915066||41910000||-1||-1
Scarab (Mohgwyn Palace)||41912068||41910000||-1||-1
Scarab (Siofra River Start) 2||41913064||41910000||-1||-1
Scarab (Crumbling Farum Azula)||41914072||41910000||-1||-1
Scarab (Academy of Raya Lucaria)||41912024||41910000||-1||-1
Scarab (Miquella's Haligtree)||41911054||41910000||-1||-1
Scarab (Miquella's Haligtree) 2||41910054||41910000||-1||-1
Scarab (Miquella's Haligtree) 3||41910056||41910000||-1||-1
Scarab (Miquella's Haligtree) 4||41911056||41910000||-1||-1
Scarab (Volcano Manor)||41915038||41910000||-1||-1
Scarab (Divine Tower of East Altus)||41915150||41910000||-1||-1
Scarab (Subterranean Shunning-Grounds)||41911035||41910000||-1||-1
Scarab (Subterranean Shunning-Grounds) 2||41910035||41910000||-1||-1
Scarab (Subterranean Shunning-Grounds) 3||41915035||41910000||-1||-1
Scarab (Ruin-Strewn Precipice)||41915026||41910000||-1||12605
Scarab (Ordina; Ordina Outskirts)||41912052||41910000||-1||12615,5000
Scarab (Moonlight Altar)||41910022||41910000||-1||-1
Scarab (Liurnia of the Lakes)||41912020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 2||41915220||41910000||-1||12604
Scarab (Liurnia of the Lakes) 3||41915020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 4||41914020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 5||41911020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 6||41910020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 7||41912220||41910000||-1||12604
Scarab (Liurnia of the Lakes) 8||41913020||41910000||-1||-1
Scarab (Liurnia of the Lakes) 9||41911010||41910000||-1||-1
Scarab (Mt. Gelmir)||41910032||41910000||-1||-1
Scarab (Mt. Gelmir) 2||41912032||41910000||-1||12615,5000
Scarab (Capital Outskirts)||41912030||41910000||-1||-1
Scarab (Liurnia of the Lakes) 10||41915020||41910000||-1||12605
Scarab (Altus Plateau)||41912030||41910000||-1||12615
Scarab (m60_46_39_10)||41912010||41910000||-1||-1
Scarab (Altus Plateau) 2||41910030||41910000||-1||-1
Scarab (Altus Plateau) 3||41911030||41910000||-1||-1
Scarab (Altus Plateau) 4||41915030||41910000||-1||-1
Scarab (Altus Plateau) 5||41914030||41910000||-1||-1
Scarab (Weeping Peninsula)||41910012||41910000||-1||-1
Scarab (Stormhill)||41915010||41910000||-1||-1
Scarab (Limgrave)||41912010||41910000||-1||12615,5000
Scarab (Weeping Peninsula) 2||41914012||41910000||-1||-1
Scarab (m60_45_39_10)||41910010||41910000||-1||-1
Scarab (Capital Outskirts) 2||41912033||41910000||-1||12615,5000
Scarab (Weeping Peninsula) 3||41914212||41910000||-1||12604
Scarab (Weeping Peninsula) 4||41912012||41910000||-1||-1
Scarab (m60_44_38_10)||41915010||41910000||-1||12605
Scarab (m60_46_38_10)||41910040||41910000||-1||-1
Scarab (m60_47_39_10)||41912040||41910000||-1||12615,5000
Scarab (Caelid)||41915040||41910000||-1||-1
Scarab (Caelid) 2||41914040||41910000||-1||-1
Scarab (Caelid) 3||41912040||41910000||-1||-1
Scarab (Greyoll's Dragonbarrow)||41912042||41910000||-1||-1
Scarab (Mountaintops of the Giants)||41910050||41910000||-1||-1
Scarab (Mountaintops of the Giants) 2||41911050||41910000||-1||-1
Scarab (Mountaintops of the Giants) 3||41910052||41910000||-1||-1
Scarab (Mountaintops of the Giants) 4||41911052||41910000||-1||-1
Scarab (Consecrated Snowfield)||41911052||41910000||-1||12605
Scarab (Caelid) 4||41912040||41910000||-1||12605
Scarab (Caelid) 5||41914040||41910000||-1||12615,5000
Scarab (Greyoll's Dragonbarrow) 2||41915042||41910000||-1||12605
Scarab (Consecrated Snowfield) 2||41915052||41910000||-1||-1
Scarab (Mountaintops of the Giants) 5||41915050||41910000||-1||-1
Scarab (Caelid) 6||41912041||41910000||-1||-1
Scarab (Caelid) 7||41910041||41910000||-1||-1
Scarab (Greyoll's Dragonbarrow) 3||41914042||41910000||-1||-1
Scarab (Greyoll's Dragonbarrow) 4||41915042||41910000||-1||-1
Scarab (Mountaintops of the Giants) 6||41912050||41910000||-1||-1
Scarab (Mountaintops of the Giants) 7||41912050||41910000||-1||12615,5000
Scarab (B) (Altus Plateau)||41912230||41912000||-1||-1
Scarab (B) (Capital Outskirts)||41912233||41912000||-1||-1
Scarab (B) (Caelid)||41912240||41912000||-1||12604
Extra Large Scarab (Divine Tower of East Altus)||41925050||41920000||-1||-1
Extra Large Scarab (Liurnia of the Lakes)||41922020||41920000||-1||12615,5000
Extra Large Scarab (Caelid)||41921040||41920000||-1||-1
Extra Large Scarab (Caelid) 2||41920040||41920000||-1||-1
Extra Large Scarab (Caelid) 3||41921042||41920000||-1||-1
Extra Large Scarab (Consecrated Snowfield)||41925052||41920000||-1||12615
Extra Large Scarab (Greyoll's Dragonbarrow)||41920042||41920000||-1||-1
Extra Large Scarab (Flame Peak)||41925250||41920000||-1||12604

--Bat
Bat (Volcano Manor)||42000038||42000000||-1||-1
Bat (Volcano Manor) 2||42000138||42000000||-1||-1
Bat (Liurnia of the Lakes)||42000120||42000000||-1||-1
Bat (Liurnia of the Lakes) 2||42000020||42000000||-1||-1
Bat (Limgrave)||42000110||42000000||-1||-1
Bat (m60_45_38_10)||42000010||42000000||-1||-1
Bat (Ruin-Strewn Precipice)||42000126||42000000||-1||-1
Bat (Ruin-Strewn Precipice) 2||42000026||42000000||-1||-1
Bat (Weeping Peninsula)||42000012||42000000||-1||-1
Bat (Weeping Peninsula) 2||42000112||42000000||-1||-1
Bat (Capital Outskirts)||42000033||42000000||-1||-1
Bat (Capital Outskirts) 2||42000133||42000000||-1||-1
Bat (Caelid)||42000040||42000000||-1||-1
Bat (Caelid) 2||42000140||42000000||-1||-1
Bat (Mountaintops of the Giants)||42001050||42000000||-1||4802
Bat (Caelid) 3||42000141||42000000||-1||-1
Bat (Greyoll's Dragonbarrow)||42000042||42000000||-1||-1
Bat (Greyoll's Dragonbarrow) 2||42000142||42000000||-1||-1
Bat (Mountaintops of the Giants) 2||42001150||42000000||-1||4800
Bat (Mountaintops of the Giants) 3||42000050||42000000||-1||4800
Bat (Mountaintops of the Giants) 4||42000050||42000000||-1||-1
Bat (Mountaintops of the Giants) 5||42001150||42000000||-1||-1
Bat (Mountaintops of the Giants) 6||42001050||42000000||-1||-1
Bat (Mountaintops of the Giants) 7||42000150||42000000||-1||-1
Bat (Ruin-Strewn Precipice) 3||42000026||42000001||-1||-1
Bat (Liurnia of the Lakes) 3||42000120||42000001||-1||-1
Bat (Limgrave) 2||42000010||42000001||-1||-1
Bat (Weeping Peninsula) 3||42000012||42000001||-1||-1
Bat (Capital Outskirts) 3||42000033||42000001||-1||-1
Bat (Limgrave) 3||42000110||42000001||-1||-1
Bat (Capital Outskirts) 4||42000133||42000001||-1||-1
Bat (Greyoll's Dragonbarrow) 3||42000042||42000001||-1||-1
Bat (B) (Stormveil Castle)||42000014||42000100||-1||-1
Bat (C) (Highroad Cave)||42000110||42000200||-1||-1
Bat (C) (Highroad Cave) 2||42000210||42000200||-1||-1
Bat (C) (Ruin-Strewn Precipice)||42000226||42000200||-1||-1
Bat (C) (Greyoll's Dragonbarrow)||42000242||42000200||-1||-1

--Old Woman Bat
Old Woman Bat (Stillwater Cave)||42017020||42010000||-1||-1
Old Woman Bat (Ruin-Strewn Precipice)||42017426||42010000||-1||-1
Old Woman Bat (Ruin-Strewn Precipice) 2||42017526||42010000||-1||-1
Old Woman Bat (Liurnia of the Lakes)||42017420||42010000||-1||-1
Old Woman Bat (Moonlight Altar)||42011100||42010000||-1||-1
Old Woman Bat (Capital Outskirts)||42017433||42010000||-1||-1
Old Woman Bat (Weeping Peninsula)||42017412||42010000||-1||-1
Old Woman Bat (Caelid)||42017440||42010000||-1||-1
Old Woman Bat (Caelid) 2||42017640||42010000||-1||-1
Old Woman Bat (Caelid) 3||42017540||42010000||-1||-1
Old Woman Bat (Caelid) 4||42017740||42010000||-1||-1
Old Woman Bat (Caelid) 5||42017840||42010000||-1||-1
Old Woman Bat (Caelid) 6||42017441||42010000||-1||-1
Old Woman Bat (Greyoll's Dragonbarrow)||42017542||42010000||-1||-1
Old Woman Bat (Greyoll's Dragonbarrow) 2||42017642||42010000||-1||-1
Old Woman Bat (Greyoll's Dragonbarrow) 3||42017442||42010000||-1||-1
Old Woman Bat (B) (Ruin-Strewn Precipice)||42018026||42011000||-1||-1
Old Woman Bat (B) (Greyoll's Dragonbarrow)||42018042||42011000||-1||-1

--Warhawk
Warhawk (Stormveil Castle)||42101014||42100000||-1||-1
Warhawk (Stormveil Castle) 2||42101214||42100000||-1||-1
Warhawk (Stormveil Castle) 3||42100114||42100000||-1||-1
Warhawk (Crumbling Farum Azula)||42102072||42100000||-1||-1
Warhawk (Divine Tower of Limgrave)||42102010||42100000||-1||-1
Warhawk (Mountaintops of the Giants)||42103050||42100000||-1||-1
Warhawk (Mountaintops of the Giants) 2||42104551||42100000||-1||10911
Warhawk (B) (Stormveil Castle)||42101114||42100100||-1||-1
Warhawk (B) (Stormveil Castle) 2||42101214||42100100||-1||-1
Warhawk (B) (Stormveil Castle) 3||42100014||42100100||-1||-1
Warhawk (B) (Stormveil Castle) 4||42101014||42100100||-1||-1
Warhawk (C) (Stormveil Castle)||42101214||42100200||-1||-1

--Giant Land Octopus
Giant Land Octopus (Siofra River)||42200064||42200000||-1||-1
Giant Land Octopus (Mountaintops of the Giants)||42200052||42200000||-1||-1
Giant Land Octopus (Limgrave)||42200010||42200000||-1||-1
Giant Land Octopus (Caelid)||42200040||42200000||-1||-1
Giant Land Octopus (Ruin-Strewn Precipice)||42200026||42200000||-1||-1
Giant Land Octopus (Liurnia of the Lakes)||42200020||42200000||-1||-1
Giant Land Octopus (Weeping Peninsula)||42200012||42200000||-1||-1

--Small Land Octopus
Small Land Octopus (Siofra River)||42300064||42300000||-1||-1
Octopus (Consecrated Snowfield)||42300052||42300000||-1||-1
Octopus (Limgrave)||42300010||42300000||-1||-1
Octopus (Caelid)||42300040||42300000||-1||-1
Octopus (Ruin-Strewn Precipice)||42300026||42300000||-1||-1
Octopus (Altus Plateau)||42300020||42300000||-1||-1
Octopus (Altus Plateau) 2||42300830||42300000||-1||-1
Octopus (Limgrave) 2||42300012||42300000||-1||-1
Octopus (Consecrated Snowfield) 2||42300852||42300000||-1||-1

--Fingercreeper
Fingercreeper (Leyndell, Royal Capital)||42407034||42400000||-1||-1
Fingercreeper (Subterranean Shunning-Grounds)||42407035||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes)||42407020||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 2||42408821||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 3||42407821||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 4||42407421||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 5||42407021||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 6||42407121||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 7||42408021||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 8||42407721||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 9||42408121||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 10||42407621||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 11||42407221||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 12||42407321||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 13||42408321||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 14||42408421||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 15||42408221||42400000||-1||-1
Fingercreeper (Mt. Gelmir)||42407032||42400000||-1||5000
Fingercreeper (Mt. Gelmir) 2||42407132||42400000||-1||5000
Fingercreeper (Mountaintops of the Giants)||42405050||42400000||-1||-1
Fingercreeper (Mountaintops of the Giants) 2||42405150||42400000||-1||-1
Fingercreeper (Flame Peak)||42405250||42400000||-1||-1
Fingercreeper (Flame Peak) 2||42405350||42400000||-1||-1
Fingercreeper (Flame Peak) 3||42405450||42400000||-1||-1
Fingercreeper (Flame Peak) 4||42405550||42400000||-1||-1
Fingercreeper (Flame Peak) 5||42405650||42400000||-1||-1
Fingercreeper (Flame Peak) 6||42405750||42400000||-1||-1
Fingercreeper (Flame Peak) 7||42405850||42400000||-1||-1
Fingercreeper (Flame Peak) 8||42406150||42400000||-1||-1
Fingercreeper (Flame Peak) 9||42406250||42400000||-1||-1
Fingercreeper (Liurnia of the Lakes) 16||42408521||42400020||-1||12015
Fingercreeper (Liurnia of the Lakes) 17||42407521||42400100||-1||-1
Fingercreeper (Flame Peak) 10||42406350||42400100||-1||-1
Fingercreeper (Flame Peak) 11||42406450||42400100||-1||-1

--Massive Fingercreeper
Massive Fingercreeper (Flame Peak)||42410150||42410050||-1||-1

--Small Fingercreeper
Small Fingercreeper (Leyndell, Royal Capital)||42500034||42500000||-1||-1
Small Fingercreeper (Divine Tower of Liurnia)||42500028||42500000||-1||-1
Small Fingercreeper (Subterranean Shunning-Grounds)||42500035||42500000||-1||-1
Small Fingercreeper (Liurnia of the Lakes)||42500020||42500000||-1||-1
Small Fingercreeper (Liurnia of the Lakes) 2||42500021||42500000||-1||-1
Small Fingercreeper (Mt. Gelmir)||42500032||42500000||-1||-1
Small Fingercreeper (Flame Peak)||42500150||42500000||-1||-1

--Burial Watchdog
Burial Watchdog (Stormfoot Catacombs)||42600110||42600000||-1||-1
Burial Watchdog (Wyndham Catacombs)||42602932||42600000||-1||-1
Burial Watchdog (Minor Erdtree Catacombs)||42600940||42600000||-1||-1
Erdtree Burial Watchdog (B) (Giants' Mountaintop Catacombs)||42604150||42600200||-1||-1
Erdtree Burial Watchdog (B) (Giants' Mountaintop Catacombs) 2||42605150||42600200||-1||-1
Erdtree Burial Watchdog (B) (Giants' Mountaintop Catacombs) 3||42604650||42600200||-1||-1
Erdtree Burial Watchdog (B) (Consecrated Snowfield Catacombs)||42604652||42600200||-1||-1
Burial Watchdog (Impalers Catacombs) (C) (Impaler's Catacombs)||42600512||42600900||-1||-1
Burial Watchdog (D) (Cliffbottom Catacombs)||42601920||42601000||-1||-1
Burial Watchdog (D) (Minor Erdtree Catacombs)||42601940||42601000||-1||-1
Erdtree Burial Watchdog (E) (Consecrated Snowfield Catacombs)||42605152||42601200||-1||13431

--Lion Guardian
Lion Guardian (Leyndell, Royal Capital)||42700034||42700000||-1||-1
Lion Guardian (Capital Outskirts)||42700030||42700000||-1||-1
Lion Guardian (Caelid)||42700040||42700000||-1||-1
Lion Guardian (Caelid) 2||42700041||42700040||-1||-1
Lion Guardian (Stormveil Castle)||42700014||42700100||-1||-1
Lion Guardian (B) (Mountaintops of the Giants)||42701051||42701000||-1||-1

--Giant Ant
Giant Ant (Ainsel River)||42800060||42800000||-1||-1
Giant Ant (Ainsel River) 2||42800160||42800000||-1||-1
Giant Ant (Ainsel River) 3||42800062||42800000||-1||-1
Giant Ant (Ainsel River) 4||42800462||42800000||-1||-1
Giant Ant Skull (Ainsel River)||42801162||42800000||-1||-1
Giant Ant (Deeproot Depths)||42800566||42800000||-1||-1
Giant Ant (Deeproot Depths) 2||42800066||42800000||-1||-1
Giant Ant (Deeproot Depths) 3||42800466||42800000||-1||-1
Giant Ant (Deeproot Depths) 4||42800166||42800000||-1||-1
Giant Ant (Miquella's Haligtree)||42800054||42800000||-1||-1
Giant Ant (B) (Ainsel River)||42800160||42800100||-1||-1
Giant Ant (B) (Ainsel River) 2||42800862||42800100||-1||-1
Giant Ant (B) (Deeproot Depths)||42800466||42800100||-1||-1
Giant Ant (B) (Miquella's Haligtree)||42800054||42800100||-1||-1
Giant Ant (C) (Ainsel River)||42800360||42801000||-1||-1
Giant Ant (C) (Deeproot Depths)||42800366||42801000||-1||-1

--Giant Ant (Shield)
Giant Ant (Shield) (Ainsel River)||42810062||42800000||-1||-1
Giant Ant (Shield) (Deeproot Depths)||42810066||42800000||-1||-1

--Bloodhound Knight
Bloodhound Knight (Volcano Manor)||42900138||42900000||-1||-1
Bloodhound Knight (Gelmir Hero's Grave)||42900132||42900000||-1||-1
